,,,,,Outcome,Governance,,,Macroeconomic,,,Fiscal,,,,,,,,,,,Demograpy and Access,,,,,Geography and Location,,,,,,,,,Pendapatan,,,,,,,,Belanja Menurut Jenis,,,,,,Belanja Menurut Fungsi,,,,,,,,
IDP,ID,Year,T,Nama,Corrupt,FinAudit,PolComm,YTElection,Resource,Industry,GDPCap,NRRev,GAF,SAF,GSExp,CapExp,GrantExp,SocAssExp,AdminFunc,InfraFunc,EduFunc,HealthFunc,Density,YearsSch,Povrate,Literacy,ElecAcces,Temperature,Rainfall,Elevation,Area,DistCapital,DistJKT,,PDRB (Rp Juta),Populasi,Pajak,Retribusi,PAD (dalam juta Rupiah),DBH,DAU,DAK,TKD (Transfer ke Daerah),PENDAPATAN (TOTREV),Pegawai,Barang Jasa,Modal,BELANJA,Hibah,Bansos,Ekonomi,Kesehatan,Ketertiban dan Keamanan,Lingkungan Hidup,Pariwisata dan Budaya,Pelayanan Umum,Pendidikan,Perlindungan Sosial,Perumahan dan Fasilitas Umum
1100,1105,2016,7,Kab. Aceh Timur,1,4,0.37,1,51.48,10.13,17.59,5.96,74.54,19.50,12.11,21.45,4.27,2.81,37.97,19.45,20.44,9.30,64.90,7.60,15.06,98.16,96.93,25,2264,344.18,6286,275,1574,,"7,175,795","407,943","8,308","12,809","94,345","62,703","784,103","205,138","1,051,943","1,724,373","663,146","212,098","375,863","1,751,871","74,751","49,289","97,444,024,916","162,956,748,504","19,271,563,731","28,672,097,267","1,046,375,000","665,255,750,392","358,016,249,876","26,845,163,328","340,802,794,260"
1100,1105,2017,8,Kab. Aceh Timur,1,4,0.37,0,50.75,10.42,17.99,6.26,74.58,19.16,13.41,20.71,3.68,2.26,39.47,16.87,22.74,11.92,66.22,7.80,15.25,98.35,99.40,24,3132,344.18,6286,275,1574,,"7,487,535","416,262","10,457","17,846","152,401","65,339","777,993","199,824","1,043,157","1,958,286","710,368","267,108","412,595","1,992,554","73,266","45,077","86,385,497,291","237,536,865,328","18,670,630,030","44,576,603,337",0,"786,490,501,750","453,090,980,532","29,638,903,231","336,163,901,139"
1100,1105,2018,9,Kab. Aceh Timur,1,4,0.37,0,49.97,10.73,18.39,4.78,76.48,18.74,16.61,8.78,1.18,0.09,43.79,6.69,25.19,16.13,67.50,7.85,14.49,98.42,99.32,24,2399,344.18,6286,275,1574,,"7,802,175","424,305","15,761","18,782","169,456","49,138","785,903","192,612","1,027,653","1,609,716","738,883","265,454","140,278","1,598,092","18,814","1,446","58,266,029,635","257,771,581,159","18,551,776,580","35,560,262,949","346,610,000","699,744,290,081","402,604,255,333","18,410,868,813","106,836,438,590"
1100,1105,2019,10,Kab. Aceh Timur,0,4,0.00,0,49.36,10.95,18.83,4.35,74.05,21.60,15.78,19.77,0.74,0.06,38.19,14.43,23.30,16.62,68.82,7.86,14.47,98.60,99.13,25,2106,344.18,6286,275,1574,,"8,146,982","432,633","14,751","19,036","185,148","48,102","819,436","238,992","1,106,529","1,939,152","778,954","312,032","390,861","1,977,094","14,651","1,126","70,901,519,342","328,584,201,717","21,308,520,777","34,967,991,943","536,521,000","755,040,610,992","460,755,400,380","19,692,423,591","285,306,448,846"
1100,1105,2020,11,Kab. Aceh Timur,1,4,0.00,0,50.03,11.26,18.75,3.85,77.85,18.30,14.97,13.08,0.23,0.02,41.90,7.98,24.65,18.13,70.20,8.15,14.08,100.00,99.58,24,2781,344.18,6286,275,1574,,"8,272,641","441,291","11,814",898,"198,203","38,033","769,039","180,805","987,876","1,827,173","764,275","268,072","234,207","1,790,135","4,205",398,"57,250,491,689","324,564,449,477","17,267,127,390","40,559,587,247","1,008,850,000","750,119,689,915","441,188,399,156","15,246,022,508","142,930,054,092"
1100,1106,2010,1,Kab. Aceh Tengah,0,4,0.88,2,46.62,13.74,22.76,0.00,100.00,0.00,12.58,20.98,3.34,0.87,27.88,11.26,35.63,12.76,40.41,9.07,20.09,97.95,92.53,20,2675,1270.61,4318,205,1622,,"3,970,994","174,500","2,099","8,629","18,535",0,"389,199",0,"389,199","470,553","276,493","59,750","99,597","474,810","15,844","4,120","35,473,379,047","60,596,793,384","6,130,584,401","7,618,676,778","3,652,755,777","132,387,295,092","169,194,019,759","6,308,289,001","53,448,636,516"
1100,1106,2011,2,Kab. Aceh Tengah,0,3,0.88,1,46.60,13.85,23.30,100.00,0.00,0.00,11.69,22.04,2.60,0.68,24.99,16.04,35.62,11.08,41.41,9.13,19.58,98.41,96.66,19,2886,1270.61,4318,205,1622,,"4,166,899","178,844","4,022","12,495","20,781","460,956",0,0,"460,956","612,297","351,116","71,261","134,326","609,374","15,844","4,120","42,498,531,018","67,525,209,254","6,024,834,778","7,216,099,658","5,420,885,288","152,272,140,495","217,055,277,617","13,641,652,023","97,719,036,134"
1100,1106,2012,3,Kab. Aceh Tengah,0,4,0.88,0,46.54,13.93,23.81,6.66,84.54,8.80,11.30,20.59,0.80,0.00,22.90,12.52,36.88,15.44,42.29,9.19,18.77,98.33,93.43,19,2898,1270.61,4318,205,1622,,"4,347,739","182,636","5,060","6,783","55,832","35,414","449,223","46,747","531,384","675,023","397,389","73,828","134,531","653,437","5,213",0,"8,015,061,314","100,903,663,544","45,568,924,615","9,646,105,714","4,103,945,270","149,641,162,431","241,015,125,780","12,717,442,283","81,825,703,171"
1100,1106,2013,4,Kab. Aceh Tengah,0,3,0.88,4,46.94,14.09,24.39,5.76,87.15,7.09,14.68,17.78,2.71,0.61,30.81,14.82,25.05,16.40,43.52,9.25,17.76,98.98,97.52,19,3131,1270.61,4318,205,1622,,"4,584,209","187,942","5,929","7,316","76,870","33,942","513,863","41,803","589,609","791,919","441,807","105,729","128,030","720,094","19,494","4,390","49,736,075,812","118,106,789,462","9,106,316,811","11,192,813,420","8,136,962,711","221,860,300,594","180,371,386,167","14,843,811,413","106,739,483,761"
1100,1106,2014,5,Kab. Aceh Tengah,1,4,0.88,3,46.39,14.49,24.94,4.43,88.02,7.55,15.92,23.42,0.09,1.96,24.22,14.27,30.36,19.83,44.29,9.31,16.99,98.92,98.61,19,2722,1270.61,4318,205,1622,,"4,770,082","191,248","6,686","9,999","132,068","28,435","564,692","48,446","641,573","1,041,693","525,522","171,203","251,948","1,075,688",980,"21,057","70,932,899,764","213,267,783,095","13,488,803,371","14,202,245,145","7,299,599,421","260,515,176,385","326,594,610,749","15,859,214,733","153,527,857,188"
1100,1106,2015,6,Kab. Aceh Tengah,1,4,0.88,2,45.75,15.03,25.50,4.43,88.02,7.55,15.92,23.42,0.33,5.36,35.51,18.92,34.42,20.29,45.15,9.65,17.51,99.19,96.21,20,3381,1270.61,4318,205,1622,,"4,972,052","194,982","9,838","9,999","132,068","28,435","564,692","48,446","641,573","1,041,693","525,522","171,203","251,948","1,075,688","3,601","57,698","81,012,190,050","218,302,434,839","15,145,375,398","18,575,656,039","10,694,903,184","382,006,150,895","370,262,963,845","20,333,740,920","203,559,748,104"
1100,1106,2016,7,Kab. Aceh Tengah,0,4,0.88,1,45.13,15.19,26.22,1.75,60.49,37.76,14.05,31.83,5.87,2.51,29.36,25.55,21.23,14.77,45.93,9.66,16.64,99.03,98.47,20,2622,1270.61,4318,205,1622,,"5,200,044","198,348","11,465","6,064","156,130","17,787","613,314","382,809","1,013,909","1,531,103","494,031","226,104","512,060","1,608,908","94,436","40,331","84,425,646,856","237,639,553,298","14,472,083,387","25,258,924,112","6,962,990,990","472,373,395,690","341,635,229,365","14,990,706,378","411,152,065,206"
1100,1106,2017,8,Kab. Aceh Tengah,0,4,0.88,0,44.71,15.12,26.73,1.75,68.80,29.45,15.65,27.33,2.91,1.37,31.71,18.70,22.63,16.91,46.87,9.67,16.84,99.31,100.00,19,3344,1270.61,4318,205,1622,,"5,410,437","202,424","11,022","5,598","163,001","15,362","602,540","257,914","875,816","1,508,729","504,015","235,604","411,264","1,505,065","43,794","20,608","88,330,866,954","254,552,024,081","16,262,282,677","19,120,675,660","9,461,195,283","477,328,651,885","340,641,465,903","17,953,193,952","281,414,260,866"
1100,1106,2018,9,Kab. Aceh Tengah,0,4,0.88,0,44.28,15.18,27.30,1.83,72.78,25.39,21.60,14.61,0.51,1.06,35.29,11.92,23.12,19.41,47.83,9.68,15.58,98.93,99.84,19,2895,1270.61,4318,205,1622,,"5,638,960","206,529","11,736","5,317","150,819","15,172","603,737","210,625","829,535","1,262,011","506,145","267,247","180,831","1,237,325","6,367","13,065","62,593,268,860","240,223,922,012","16,174,317,451","18,526,840,731","13,567,076,015","436,632,686,054","286,097,501,941","15,984,705,355","147,524,906,334"
1100,1106,2019,10,Kab. Aceh Tengah,1,4,0.91,0,43.47,15.46,27.72,1.59,75.94,22.47,17.63,20.12,3.67,0.39,33.10,13.77,22.04,21.54,48.75,9.69,15.50,99.45,99.92,20,2688,1270.61,4318,205,1622,,"5,836,845","210,530","11,653","5,834","170,961","13,093","623,702","184,505","821,301","1,386,138","517,464","244,295","278,734","1,385,662","50,838","5,344","69,057,727,351","298,495,543,604","14,268,610,622","16,216,862,851","13,472,278,480","458,639,022,510","305,408,236,817","19,269,238,260","190,834,183,025"
1100,1106,2020,11,Kab. Aceh Tengah,1,4,0.91,0,43.53,15.96,26.89,2.01,75.51,22.48,17.61,17.96,3.85,0.90,36.02,9.99,21.68,22.96,49.68,9.85,15.08,100.48,99.17,20,3368,1270.61,4318,205,1622,,"5,767,948","214,522","10,623","4,384","193,590","15,226","572,047","170,324","757,598","1,395,424","501,017","244,296","249,103","1,387,140","53,391","12,484","60,551,784,699","318,516,356,810","12,132,645,698","25,305,603,066","14,240,678,819","499,670,750,984","300,776,617,542","17,338,880,334","138,607,141,810"
1100,1107,2010,1,Kab. Aceh Barat,0,3,0.82,2,44.32,11.18,25.94,9.88,81.33,8.79,11.61,17.91,0.85,2.13,26.46,14.01,35.91,11.83,58.75,7.64,24.42,94.54,94.06,24,3635,270.19,2928,155,1669,,"4,462,045","172,026","4,871","5,978","24,267","37,815","311,357","33,669","382,841","485,996","297,310","56,265","86,821","484,784","4,112","10,320","34,670,312,996","57,367,188,303","6,121,291,699","5,773,668,579","1,776,414,029","128,254,649,730","174,086,215,667","8,803,791,670","67,930,320,559"
1100,1107,2011,2,Kab. Aceh Barat,1,3,0.82,1,43.16,11.65,25.86,7.33,83.93,8.74,11.28,14.27,0.82,2.06,24.50,9.95,41.35,10.88,60.35,7.71,23.81,93.77,95.23,24,3328,270.19,2928,155,1669,,"4,569,067","176,690","5,850","5,362","21,043","32,044","367,144","38,251","437,439","516,631","332,235","56,518","71,514","501,184","4,112","10,320","39,541,659,706","54,509,990,515","6,214,077,313","6,406,275,867","45,000,000","122,766,466,369","207,233,491,527","14,609,905,720","49,857,454,842"
1100,1107,2012,3,Kab. Aceh Barat,0,3,0.82,0,41.26,12.30,25.41,6.93,85.56,7.51,10.80,9.68,1.08,1.86,25.96,6.11,41.58,12.08,61.75,7.77,22.76,94.95,98.44,24,3538,270.19,2928,155,1669,,"4,594,544","180,792","6,088","7,243","24,727","35,684","440,584","38,696","514,964","588,982","398,959","60,897","54,588","563,697","6,100","10,506","7,531,809,601","68,106,936,059","49,311,447,651","7,495,098,134","104,578,400","146,312,130,556","234,386,596,717","15,993,063,580","34,455,287,573"
1100,1107,2013,4,Kab. Aceh Barat,0,3,0.82,4,41.08,12.57,25.79,5.51,83.17,11.32,13.45,18.01,2.42,0.39,28.49,12.10,27.45,16.51,63.21,7.83,23.70,96.64,96.51,24,3654,270.19,2928,155,1669,,"4,773,669","185,079","11,494","19,242","46,928","33,622","507,582","69,100","610,305","720,458","453,889","92,079","123,325","684,806","16,567","2,678","64,583,912,664","113,028,553,832","8,974,566,798","11,096,327,350","3,600,483,827","195,091,790,785","187,969,431,926","17,577,301,105","82,883,646,786"
1100,1107,2014,5,Kab. Aceh Barat,1,4,0.82,3,40.67,12.93,26.07,3.91,85.04,11.05,21.81,25.22,0.06,0.85,14.21,18.42,32.80,16.23,64.65,8.17,22.97,97.82,96.20,24,3594,270.19,2928,155,1669,,"4,933,843","189,289","11,548","67,004","112,034","25,293","549,687","71,422","646,403","973,175","465,653","197,766","228,645","906,668",577,"7,665","113,088,261,260","147,110,787,594","8,584,951,755","19,885,927,578","4,931,909,300","128,834,044,488","297,354,492,182","19,894,183,369","166,983,258,134"
1100,1107,2015,6,Kab. Aceh Barat,1,4,0.82,2,41.37,12.90,26.88,3.91,85.04,11.05,21.81,25.22,0.60,0.23,34.75,15.59,37.43,19.44,65.55,8.47,21.46,96.32,97.68,24,4521,270.19,2928,155,1669,,"5,160,041","191,938","15,185","67,004","112,034","25,293","549,687","71,422","646,403","973,175","465,653","197,766","228,645","906,668","5,443","2,079","92,539,113,474","176,235,130,715","12,762,147,342","13,622,781,184","4,993,467,534","315,081,041,157","339,352,999,226","27,409,520,138","141,324,439,552"
1100,1107,2016,7,Kab. Aceh Barat,0,4,0.82,1,39.94,13.63,27.11,2.93,77.14,19.94,20.23,22.44,1.99,0.19,31.16,15.58,24.95,16.35,66.90,8.70,20.38,96.94,99.10,25,3870,270.19,2928,155,1669,,"5,310,703","195,874","16,214","6,859","140,614","22,026","580,525","150,057","752,608","1,295,097","478,679","269,016","298,445","1,329,717","26,417","2,492","102,956,350,932","217,467,726,408","8,262,875,823","13,211,476,127","7,657,654,098","414,314,093,451","331,813,392,439","26,800,570,352","207,232,950,580"
1100,1107,2017,8,Kab. Aceh Barat,1,4,0.82,0,44.57,12.72,30.11,3.00,74.17,22.83,22.01,23.14,1.46,0.09,32.88,15.14,22.83,17.55,68.21,9.04,20.28,98.37,97.70,24,3815,270.19,2928,155,1669,,"6,013,221","199,723","28,317","5,233","161,743","23,072","570,327","175,556","768,956","1,364,768","418,574","297,818","313,211","1,353,258","19,717","1,195","88,842,620,487","237,542,865,412","8,696,154,720","12,228,282,304","8,545,995,287","444,978,852,041","308,956,123,499","38,520,501,551","204,946,699,391"
1100,1107,2018,9,Kab. Aceh Barat,1,4,0.82,0,47.25,12.15,32.48,3.85,73.00,23.15,24.69,15.82,0.64,0.34,35.01,11.78,21.75,19.25,69.64,9.08,19.31,97.67,98.55,24,3725,270.19,2928,155,1669,,"6,622,956","203,891","16,523","7,107","150,499","30,135","570,764","180,970","781,869","1,250,682","426,981","300,320","192,425","1,216,330","7,831","4,137","83,909,833,866","234,188,051,119","15,660,114,669","8,575,596,928","10,254,116,779","425,863,602,848","264,589,233,629","30,032,241,651","143,257,303,350"
1100,1107,2019,10,Kab. Aceh Barat,0,4,0.88,0,47.56,12.05,33.42,4.97,72.22,22.81,16.51,19.28,2.64,0.43,34.20,10.93,22.27,20.01,71.07,9.09,18.79,98.01,99.52,24,4074,270.19,2928,155,1669,,"6,953,361","208,081","20,402","7,341","153,799","40,483","588,209","185,815","814,508","1,399,139","520,871","225,662","263,509","1,366,761","36,073","5,861","102,241,575,556","273,426,959,957","21,701,198,455","9,628,146,471","6,752,950,077","467,417,546,528","304,399,866,885","31,827,249,539","149,365,286,046"
1100,1107,2020,11,Kab. Aceh Barat,0,4,0.88,0,49.61,12.21,33.42,4.44,74.77,20.79,14.00,20.45,0.55,0.51,35.76,10.24,24.18,19.58,72.40,9.37,18.34,100.02,99.57,24,4015,270.19,2928,155,1669,,"7,084,151","211,977","21,170","6,526","149,925","32,886","553,851","153,999","740,736","1,327,546","520,124","186,270","271,982","1,330,252","7,297","6,771","73,408,241,633","260,441,060,755","17,788,295,521","10,889,853,882","5,954,794,524","475,697,777,502","321,645,580,361","28,144,429,761","136,281,942,392"
1100,1108,2010,1,Kab. Aceh Besar,0,3,0.81,2,31.74,16.17,20.15,9.00,82.62,8.38,10.51,13.90,1.67,1.83,25.18,10.28,40.70,11.18,118.40,9.43,18.80,95.12,98.48,24,2753,382.91,2969,29,1794,,"7,081,873","351,534","8,954","5,868","24,596","43,006","394,818","40,027","477,851","594,806","399,851","63,707","84,241","605,915","10,130","11,084","53,542,917,428","67,734,895,548","5,787,575,195","3,046,671,396","3,283,736,458","152,584,254,166","246,584,374,890","11,035,802,485","62,314,361,561"
1100,1108,2011,2,Kab. Aceh Besar,0,3,0.81,1,31.10,16.37,20.28,7.49,83.68,8.83,12.01,13.49,1.48,1.62,25.16,11.83,40.39,11.19,120.68,9.44,18.36,96.06,96.82,24,2527,382.91,2969,29,1794,,"7,265,106","358,301","26,339","5,731","49,580","40,438","451,814","47,670","539,923","694,107","432,956","82,288","92,447","685,192","10,130","11,084","58,637,413,322","76,645,352,401","6,824,452,893","3,844,631,674","3,459,758,139","172,401,672,544","276,748,966,152","5,575,123,613","81,054,633,461"
1100,1108,2012,3,Kab. Aceh Besar,0,4,0.81,0,31.10,16.38,20.54,6.14,85.66,8.20,14.30,9.67,3.07,2.60,26.68,7.02,42.38,11.65,123.81,9.45,17.50,95.59,96.71,24,2623,382.91,2969,29,1794,,"7,549,096","367,592","27,287","7,644","54,798","39,366","549,070","52,573","641,009","796,570","513,418","108,648","73,495","759,904","23,334","19,726","7,436,527,537","88,564,304,614","69,886,297,271","4,698,667,816","3,403,446,566","202,719,330,597","322,021,126,142","7,823,261,917","53,351,469,112"
1100,1108,2013,4,Kab. Aceh Besar,1,4,0.81,4,31.06,16.46,20.88,4.92,84.73,10.35,13.63,11.57,3.10,0.05,35.65,9.47,28.84,11.92,126.84,9.46,16.88,96.68,97.13,24,2902,382.91,2969,29,1794,,"7,863,467","376,599","41,104","11,625","76,107","35,906","618,324","75,506","729,736","933,251","554,473","117,776","99,919","863,830","26,807",428,"89,177,038,356","102,997,587,355","9,026,833,759","7,242,279,286","7,836,755,967","307,933,066,666","249,089,247,656","8,730,895,297","81,796,686,067"
1100,1108,2014,5,Kab. Aceh Besar,0,4,0.81,3,30.95,16.56,21.34,3.69,86.41,9.90,12.30,17.93,2.78,1.16,22.90,10.92,37.15,12.41,129.18,9.61,16.13,97.55,98.81,24,2826,382.91,2969,29,1794,,"8,184,458","383,526","52,520","7,952","114,543","28,803","673,777","77,168","779,748","1,170,216","646,509","142,949","208,322","1,161,831","32,291","13,519","154,656,281,856","144,180,717,820","12,241,295,354","6,083,582,782","15,190,245,764","266,100,472,739","431,590,313,955","4,909,574,486","126,878,019,431"
1100,1108,2015,6,Kab. Aceh Besar,0,4,0.81,2,30.50,16.75,21.83,3.69,86.41,9.90,12.30,17.93,8.80,1.12,41.64,12.34,39.75,14.70,131.37,9.91,15.93,98.15,99.85,24,2925,382.91,2969,29,1794,,"8,513,245","390,035","53,285","7,952","114,543","28,803","673,777","77,168","779,748","1,170,216","646,509","142,949","208,322","1,161,831","102,231","13,045","126,327,139,002","170,786,987,978","12,402,166,232","9,010,812,436","9,236,481,558","483,804,504,599","461,849,060,697","15,234,249,247","143,417,108,075"
1100,1108,2016,7,Kab. Aceh Besar,1,4,0.81,1,29.59,16.90,22.28,2.04,68.16,29.80,8.34,22.00,4.95,1.81,39.54,15.75,24.59,8.95,133.93,9.92,15.55,98.05,99.30,25,2472,382.91,2969,29,1794,,"8,858,440","397,643","51,397","5,136","135,284","21,574","720,668","315,141","1,057,384","1,728,835","710,598","151,061","398,718","1,812,097","89,701","32,769","133,126,374,673","162,103,139,808","12,399,168,045","6,649,368,315","7,500,733,709","716,445,967,122","445,573,013,628","12,857,171,343","285,346,007,360"
1100,1108,2017,8,Kab. Aceh Besar,1,4,0.81,0,28.48,16.39,22.70,2.35,74.98,22.67,10.25,16.27,3.45,3.56,45.13,9.43,21.97,11.15,136.70,9.93,15.41,97.21,99.18,24,3333,382.91,2969,29,1794,,"9,213,402","405,865","62,042","5,029","145,464","22,187","708,009","214,076","944,271","1,790,273","624,398","179,244","284,529","1,749,221","60,327","62,218","154,980,096,934","195,057,361,918","8,715,847,547","12,915,267,966","9,563,713,456","789,409,725,223","384,349,605,055","29,338,093,990","164,891,656,601"
1100,1108,2018,9,Kab. Aceh Besar,0,4,0.81,0,27.26,16.73,23.10,1.97,76.70,21.33,13.16,14.87,2.87,2.29,42.12,6.34,30.19,12.19,139.44,10.14,14.47,98.74,98.97,24,2768,382.91,2969,29,1794,,"9,561,638","414,008","77,910","5,664","159,480","18,275","713,345","198,391","930,011","1,656,015","665,704","226,612","256,174","1,722,231","49,452","39,482","97,392,562,215","209,867,256,330","12,881,565,967","11,555,673,072","12,816,412,014","725,473,399,876","519,996,906,637","23,021,288,985","109,225,621,336"
1100,1108,2019,10,Kab. Aceh Besar,0,4,0.91,0,27.04,17.91,23.64,1.56,74.24,24.20,17.66,15.49,3.67,1.98,43.05,9.14,23.55,13.63,142.13,10.31,13.92,98.66,99.16,24,2302,382.91,2969,29,1794,,"9,977,735","421,991","88,447","6,159","169,897","15,793","751,400","244,971","1,012,163","1,833,486","598,362","325,175","285,174","1,841,601","67,633","36,474","134,141,926,355","250,939,923,617","15,385,254,313","15,833,148,982","7,192,925,796","792,810,993,681","433,765,603,899","23,214,677,690","168,316,253,468"
1100,1108,2020,11,Kab. Aceh Besar,0,4,0.91,0,28.13,22.96,23.28,1.79,76.78,21.43,11.78,14.51,3.47,1.47,48.34,6.22,22.34,14.46,144.90,10.32,13.84,100.00,99.81,24,3290,382.91,2969,29,1794,,"10,016,807","430,218","114,461","4,682","188,775","17,652","759,179","211,898","988,730","1,879,905","671,430","225,109","277,249","1,910,394","66,275","28,133","107,766,102,598","276,238,306,286","12,471,498,721","15,462,759,865","7,073,441,836","923,566,406,814","426,862,334,282","22,055,585,621","118,897,691,861"
1100,1109,2010,1,Kab. Pidie,1,3,0.39,0,45.01,8.86,14.11,8.00,82.91,9.09,7.60,15.38,3.75,2.12,38.65,9.52,24.10,19.13,122.38,7.94,23.80,94.98,94.42,22,3010,710.31,3087,93,1731,,"5,329,054","377,786","6,119","4,750","15,617","41,037","425,167","46,610","512,813","613,366","412,904","45,942","92,904","604,208","22,638","12,789","28,401,601,760","115,604,832,087","4,213,563,158","9,041,684,938","1,683,495,920","233,524,773,268","145,628,361,604","8,559,923,870","57,549,718,661"
1100,1109,2011,2,Kab. Pidie,1,3,0.39,0,44.71,8.96,14.36,6.54,86.62,6.84,13.05,13.19,3.30,1.86,36.63,8.95,25.83,17.76,125.19,7.96,23.19,96.30,95.88,22,2969,710.31,3087,93,1731,,"5,550,233","386,466","8,178","6,188","22,867","36,764","487,143","38,492","562,399","733,823","495,708","89,483","90,478","685,877","22,638","12,789","41,745,813,020","121,843,155,994","6,836,180,083","13,144,521,169","1,540,378,635","251,260,048,600","177,140,290,389","10,980,334,758","61,385,853,316"
1100,1109,2012,3,Kab. Pidie,1,3,0.39,0,44.54,8.93,14.63,5.13,87.41,7.46,12.63,10.99,1.22,0.00,38.65,9.52,24.10,19.13,128.44,8.08,22.12,95.24,96.72,22,3190,710.31,3087,93,1731,,"5,801,221","396,503","9,353","28,434","45,272","35,121","598,795","51,134","685,051","837,368","560,621","103,221","89,876","817,472","9,976",0,"5,700,802,532","156,409,265,673","38,426,366,744","12,233,081,231","2,277,710,679","315,950,792,401","197,030,043,541","11,581,275,476","77,862,742,179"
